"threshold" "ppv"
"1" -Inf 0.247030878859857
"2" -0.339373860043645 0.247619047619048
"3" -0.122674143433487 0.248210023866348
"4" -0.0368344644948243 0.246411483253589
"5" 0.0190377628373213 0.247002398081535
"6" 0.0740595276463507 0.247596153846154
"7" 0.101357674888994 0.248192771084337
"8" 0.126362042033564 0.248792270531401
"9" 0.142267404658212 0.246973365617433
"10" 0.199410287648155 0.247572815533981
"11" 0.28493932944353 0.245742092457421
"12" 0.335834944311652 0.246341463414634
"13" 0.348429569697282 0.246943765281174
"14" 0.3552454445684 0.247549019607843
"15" 0.36328896118403 0.248157248157248
"16" 0.383938548675038 0.248768472906404
"17" 0.406007422874174 0.249382716049383
"18" 0.422629076090655 0.25
"19" 0.443147260393228 0.250620347394541
"20" 0.472005971017864 0.251243781094527
"21" 0.488444771171665 0.251870324189526
"22" 0.490847513028742 0.2525
"23" 0.514611775223117 0.2531328320802
"24" 0.542471174039647 0.253768844221106
"25" 0.561539352735351 0.254408060453401
"26" 0.578080538448219 0.255050505050505
"27" 0.584401659257508 0.255696202531646
"28" 0.587645581636114 0.256345177664975
"29" 0.589212569537284 0.256997455470738
"30" 0.595221165917973 0.255102040816327
"31" 0.603375016181469 0.255754475703325
"32" 0.620476419146826 0.256410256410256
"33" 0.635866152552989 0.25706940874036
"34" 0.659231150599377 0.257731958762887
"35" 0.705871242308588 0.255813953488372
"36" 0.732257566658615 0.253886010362694
"37" 0.744862422349787 0.254545454545455
"38" 0.75738901565344 0.255208333333333
"39" 0.772919650728076 0.255874673629243
"40" 0.788556109124259 0.256544502617801
"41" 0.794418757068386 0.257217847769029
"42" 0.801319947468951 0.255263157894737
"43" 0.804868082564328 0.255936675461741
"44" 0.810450322985718 0.256613756613757
"45" 0.817900712708221 0.257294429708223
"46" 0.820613406234344 0.25531914893617
"47" 0.826231072509848 0.256
"48" 0.832155419058083 0.25668449197861
"49" 0.841388414032449 0.257372654155496
"50" 0.850401504302 0.258064516129032
"51" 0.851266358238972 0.258760107816712
"52" 0.853042283860133 0.259459459459459
"53" 0.861405404920217 0.260162601626016
"54" 0.87155803890557 0.260869565217391
"55" 0.876019120172634 0.258855585831063
"56" 0.880806137327896 0.256830601092896
"57" 0.885070754706452 0.257534246575342
"58" 0.886019805094662 0.258241758241758
"59" 0.889107670705103 0.258953168044077
"60" 0.893800746263002 0.259668508287293
"61" 0.898045197755811 0.260387811634349
"62" 0.90152178398479 0.261111111111111
"63" 0.903728974317284 0.261838440111421
"64" 0.908013945137328 0.262569832402235
"65" 0.911848569746194 0.260504201680672
"66" 0.914866053827631 0.26123595505618
"67" 0.917365823617335 0.261971830985915
"68" 0.917951192114172 0.26271186440678
"69" 0.931143832608597 0.263456090651558
"70" 0.952899578357561 0.261363636363636
"71" 0.965712722707626 0.259259259259259
"72" 0.97143335449139 0.26
"73" 0.983449878005902 0.257879656160458
"74" 0.994664173063263 0.255747126436782
"75" 0.9960048339509 0.253602305475504
"76" 1.001450479913 0.254335260115607
"77" 1.01866889104907 0.255072463768116
"78" 1.034601281996 0.252906976744186
"79" 1.03875344904375 0.253644314868805
"80" 1.04257686364546 0.254385964912281
"81" 1.05263126764803 0.255131964809384
"82" 1.06120945116273 0.255882352941176
"83" 1.06958829694892 0.256637168141593
"84" 1.07677137578228 0.257396449704142
"85" 1.07991086810648 0.255192878338279
"86" 1.08466260826875 0.255952380952381
"87" 1.0980998149912 0.256716417910448
"88" 1.109168299875 0.25748502994012
"89" 1.10981681665833 0.258258258258258
"90" 1.11754218882291 0.259036144578313
"91" 1.1315119376189 0.259818731117825
"92" 1.14206935934035 0.260606060606061
"93" 1.1462488896933 0.261398176291793
"94" 1.14688686813348 0.26219512195122
"95" 1.15302753345215 0.262996941896024
"96" 1.1592749876351 0.263803680981595
"97" 1.15989123913987 0.264615384615385
"98" 1.16085570823821 0.265432098765432
"99" 1.16390166929088 0.26625386996904
"100" 1.17973252842458 0.267080745341615
"101" 1.19357883230612 0.26791277258567
"102" 1.1946795556714 0.26875
"103" 1.20185244114085 0.269592476489028
"104" 1.21794540610203 0.270440251572327
"105" 1.230730330713 0.271293375394322
"106" 1.2454511036246 0.272151898734177
"107" 1.25757111149806 0.26984126984127
"108" 1.26087624585624 0.270700636942675
"109" 1.26465970597201 0.268370607028754
"110" 1.26871714264291 0.269230769230769
"111" 1.27604341290805 0.270096463022508
"112" 1.28533516736613 0.270967741935484
"113" 1.29197116539351 0.271844660194175
"114" 1.29461884572817 0.272727272727273
"115" 1.30343813919545 0.273615635179153
"116" 1.31326318349378 0.271241830065359
"117" 1.31607019799284 0.272131147540984
"118" 1.31871217878852 0.273026315789474
"119" 1.32471695979521 0.273927392739274
"120" 1.3315973592544 0.274834437086093
"121" 1.337439098018 0.275747508305648
"122" 1.34155159349421 0.276666666666667
"123" 1.343844997934 0.277591973244147
"124" 1.3516281309627 0.278523489932886
"125" 1.36720304295708 0.276094276094276
"126" 1.37820089487086 0.277027027027027
"127" 1.38078478775189 0.277966101694915
"128" 1.38266837908176 0.27891156462585
